ell,mean,stdev,error
25,0.9952924278520208,0.02918290297531204,0.002918290297531204
75,1.0023742733427872,0.018885649671239218,0.0018885649671239219
125,1.001680153996964,0.018263163962139617,0.0018263163962139617
175,1.0006555739993646,0.016963650077064883,0.0016963650077064883
225,1.0019634166171087,0.01340915287656974,0.001340915287656974
275,1.0033771013462827,0.015816679124232767,0.0015816679124232766
325,1.0036952630448899,0.017185163836617924,0.0017185163836617925
375,1.0059331021349462,0.019587905688724025,0.0019587905688724025
425,1.008386291294655,0.016418453645854092,0.0016418453645854092
475,1.006374246888642,0.011942807039251676,0.0011942807039251675
525,1.005239362849672,0.01242081747628874,0.001242081747628874
575,1.0078485855869537,0.012135812796288711,0.001213581279628871
625,1.0056815638270704,0.012252633401123078,0.0012252633401123078
675,1.0057680569319336,0.010967966137564697,0.0010967966137564696
725,1.003835794120145,0.009788893236608443,0.0009788893236608444
775,1.004653871887885,0.010966641285068695,0.0010966641285068694
825,1.003670791666336,0.009590150370552329,0.0009590150370552329
875,1.0036670034656459,0.00875382848456731,0.0008753828484567309
925,1.0057768265207767,0.008947526715516222,0.0008947526715516222
975,1.0082731471204613,0.009950563478810119,0.000995056347881012
1025,1.0071669853663117,0.010299302334891082,0.0010299302334891081
1075,1.0056420803677648,0.009008750130097996,0.0009008750130097996
1125,1.0063220922606437,0.007849104829541952,0.0007849104829541952
1175,1.0057932423984777,0.008491510597691267,0.0008491510597691267
1225,1.0083311078100947,0.009508218907793322,0.0009508218907793322
1275,1.0080566167421623,0.009284967693616931,0.0009284967693616931
1325,1.0085930255468678,0.00952835301693716,0.000952835301693716
1375,1.0054044435593326,0.009200440235079526,0.0009200440235079526
1425,1.0048712460650753,0.007669472711893952,0.0007669472711893952
1475,1.0052797436513707,0.007879425026232774,0.0007879425026232773
1525,1.007183365027171,0.008214443488281311,0.0008214443488281312
1575,1.0067536159071706,0.00861585167130488,0.000861585167130488
1625,1.0090550881986977,0.009290243522942231,0.0009290243522942232
1675,1.0086273628164961,0.009253567403717683,0.0009253567403717684
1725,1.0068935142660675,0.007545039906467073,0.0007545039906467074
1775,1.0087180532319717,0.008601723168730034,0.0008601723168730034
1825,1.0081076034582341,0.007836941447609278,0.0007836941447609278
1875,1.011024204208535,0.00904971623725892,0.000904971623725892
1925,1.0106522992249654,0.009398671552644197,0.0009398671552644196
1975,1.00830194997897,0.008445323481522321,0.0008445323481522321
2025,1.0116603117370595,0.009553037863791343,0.0009553037863791342
2075,1.0111371883347016,0.008618459240069076,0.0008618459240069076
2125,1.0114367206372397,0.00866884215260054,0.000866884215260054
2175,1.0122726046851416,0.008253269845510695,0.0008253269845510695
2225,1.0124226016284885,0.008734858945637247,0.0008734858945637248
2275,1.0164082262018577,0.01054924020082726,0.0010549240200827261
2325,1.0231403229334708,0.012356754135652489,0.0012356754135652488
2375,1.016357053136187,0.009360474309743015,0.0009360474309743015
2425,1.0170837204024774,0.009949506156381273,0.0009949506156381274
2475,1.0176109416754402,0.011698424903686612,0.0011698424903686612
2525,1.0187719954656609,0.009540008839766082,0.0009540008839766083
2575,1.027564710209248,0.014630193556498083,0.0014630193556498083
2625,1.025714397282725,0.011395282072995002,0.0011395282072995002
2675,1.0235905379386048,0.01250078966380338,0.0012500789663803381
2725,1.021059824209735,0.012091343528875422,0.0012091343528875423
2775,1.0258271907667162,0.012660406397480893,0.0012660406397480893
2825,1.0315129483236878,0.013414278952059506,0.0013414278952059507
2875,1.053318278995299,0.019841651296643205,0.0019841651296643205
2925,1.041508037779209,0.0171111486584553,0.00171111486584553
2975,1.036926596177872,0.012162934406870302,0.00121629344068703
3025,1.0417777373630694,0.01465924017758841,0.001465924017758841
3075,1.0461388850997648,0.015172322682008719,0.001517232268200872
3125,1.0745088206206994,0.026343130117366664,0.0026343130117366664
3175,1.0706775770201227,0.023683987693086547,0.002368398769308655
3225,1.0614091638679748,0.023300190786118696,0.0023300190786118696
3275,1.0626953317316101,0.021358451947267418,0.0021358451947267416
