ell,mean,stdev,error
25,-1.8021878551611668,9.921532935453254,0.9921532935453253
75,2.6416237077580123,43.42879904545902,4.342879904545902
125,6.108643513135888,67.0394447777808,6.70394447777808
175,1.096322400679624,95.70558465410953,9.570558465410953
225,12.847670231323209,79.55772551558364,7.955772551558364
275,17.645036771708007,82.4015431582246,8.24015431582246
325,15.897397003235852,62.55377104013885,6.255377104013885
375,14.662304510220403,47.44698972742918,4.744698972742918
425,16.21226575662696,32.80400143741363,3.280400143741363
475,14.288144378913039,26.767113613787075,2.6767113613787075
525,13.276703454863648,32.21667569642311,3.221667569642311
575,19.40527219046582,30.316998367230823,3.0316998367230825
625,12.373949449221932,26.485203343338856,2.6485203343338855
675,11.015259624958395,20.624769351312093,2.062476935131209
725,8.053929429581848,20.38356056733641,2.038356056733641
775,11.050146954497816,25.571418505856737,2.5571418505856736
825,8.956400704261359,24.511567352070468,2.451156735207047
875,7.613909506052259,18.879491143820413,1.8879491143820413
925,9.918800622160585,15.251684368438848,1.525168436843885
975,10.08926226029759,12.394864263863616,1.2394864263863616
1025,7.913253212466859,11.406294978574614,1.1406294978574614
1075,6.609989258914798,10.556627305918058,1.0556627305918058
1125,7.734572180800953,9.686857640495163,0.9686857640495162
1175,6.8259195816336256,10.048643459471652,1.0048643459471651
1225,7.959200068426388,9.1015919727829,0.9101591972782901
1275,6.265457296343897,7.17225312161386,0.717225312161386
1325,6.262611366870463,6.905827774862375,0.6905827774862374
1375,4.225336626172365,7.328370640056405,0.7328370640056405
1425,3.9844581616781776,6.2447553541643455,0.6244755354164345
1475,4.17358162758889,6.101675169669277,0.6101675169669277
1525,4.6461283341146835,5.276280058597729,0.5276280058597729
1575,3.322105079961134,4.204718457150954,0.42047184571509544
1625,3.6128495079151515,3.7017531594160653,0.3701753159416065
1675,3.3588113868954546,3.5874359492430163,0.35874359492430163
1725,2.7160367654964817,2.96603403293508,0.296603403293508
1775,3.3613106279319065,3.3178047915951328,0.33178047915951325
