ell,DlTT,DlTT_c,ratio
25,757.7922522301185,796.1554849992684,1.0506250000000001
75,3521.852231158329,3700.1460003607194,1.0506250000000001
125,3452.259790092633,3627.0304419660733,1.0506250000000001
175,4943.55292105443,5193.820287682812,1.0506250000000001
225,4921.041139524179,5170.168847212593,1.0506250000000006
275,4566.430014048403,4797.6055335096025,1.050625
325,4077.8734734975646,4284.31581809338,1.0506250000000001
375,2225.9641007665223,2338.6535333678275,1.0506250000000001
425,1868.0656736536573,1962.6364983823735,1.050625
475,2018.3254715747266,2120.503198573198,1.0506250000000004
525,2186.837417584544,2297.5460618497614,1.050625
575,2396.720749964621,2518.05473793158,1.050625
625,2163.312973281449,2272.830692553822,1.0506249999999997
675,1748.126726068348,1836.6256415755586,1.0506250000000001
725,2216.1556524301445,2328.3485323344207,1.0506250000000001
775,2289.7392787805607,2405.657329768827,1.0506250000000001
825,2309.2759317681825,2426.1830258139466,1.050625
875,2033.4768256599318,2136.421589958966,1.050625
925,2098.9515786354127,2205.2110023038304,1.050625
975,1270.4096531479536,1334.7241418385684,1.0506249999999997
1025,1110.0945931115102,1166.2931318877802,1.0506249999999997
1075,1136.811615870421,1194.362703923861,1.050625
1125,1208.0537963831307,1269.2115198250267,1.050625
1175,1150.7275963750149,1208.9831809415004,1.0506250000000004
1225,1113.1526046069291,1169.5059552151552,1.0506250000000001
1275,837.7659117504801,880.1778110328484,1.0506250000000004
1325,724.8297703503044,761.5242774742887,1.0506250000000001
1375,852.3741855636333,895.5256287077922,1.050625
1425,892.4551548301326,937.6356970434083,1.0506250000000001
1475,814.9798052538855,856.2381578948638,1.0506250000000004
1525,696.023580215919,731.2597739643498,1.050625
1575,507.6078923806598,533.3055419324307,1.0506250000000001
1625,407.6693766677153,428.3076388615185,1.0506250000000004
1675,395.4701351848416,415.4908107785743,1.0506250000000004
1725,447.24607323808243,469.8879056957603,1.050625
1775,378.72616970661846,397.8991820480161,1.0506250000000001
1825,318.1784198003716,334.28620230276545,1.0506250000000001
1875,288.36744243175104,302.9660442048584,1.050625
1925,226.46135232932045,237.92595829099236,1.0506250000000004
1975,252.2511217805322,265.02133482067165,1.0506250000000001
2025,226.85289943352902,238.33732746735149,1.0506250000000004
2075,222.95522496984572,234.2423332339442,1.0506250000000001
2125,183.33626851729264,192.61766711098062,1.0506250000000001
2175,145.53782026392312,152.90567241478428,1.0506250000000004
2225,115.55608266458934,121.4061093494842,1.0506250000000001
2275,110.01485652080125,115.58435863216681,1.050625
2325,113.75277433403468,119.51150853469518,1.050625
2375,120.72301964883799,126.83462251856042,1.0506250000000001
2425,97.0669555842671,101.98097021072061,1.050625
2475,84.58170414101215,88.86365291315091,1.0506250000000004
2525,70.80333209907192,74.38775078658746,1.0506250000000004
2575,61.278585805856906,64.3808142122784,1.0506249999999997
2625,60.857304163202,63.93820518646411,1.0506250000000001
2675,60.8473185552876,63.92771405714906,1.0506250000000004
2725,54.700460799557234,57.46967162753484,1.0506250000000004
2775,41.94774036383957,44.07134471975895,1.050625
2825,36.550843575697165,38.40123003171685,1.0506250000000004
2875,26.527677924521797,27.870641619450712,1.050625
2925,28.66173216766116,30.112732358649016,1.0506250000000004
2975,26.448177020088536,27.787115981730523,1.0506250000000001
3025,25.25171399373594,26.53008201466882,1.050625
3075,20.408735335039232,21.44192756137559,1.050625
3125,17.56341445629447,18.452562313144377,1.050625
3175,15.953788618900402,16.761449167732245,1.0506250000000006
3225,13.57422561036993,14.261420781894914,1.0506250000000004
3275,13.253823838808016,13.924798670647672,1.050625
3325,12.165477282323744,12.781354569741383,1.050625
3375,11.774758644503754,12.370855800881758,1.0506250000000001
3425,9.530680339745377,10.013171031944994,1.0506250000000008
3475,8.24875272264166,8.666345829225396,1.0506250000000001
3525,7.09896775553724,7.458352998161312,1.050625
3575,6.393298396938064,6.7169591282830545,1.0506250000000001
3625,5.447525020070394,5.723305974211458,1.0506250000000001
3675,5.16475422260815,5.426219905127691,1.0506250000000006
3725,4.510499097914103,4.738843114746006,1.0506250000000004
3775,3.7934387617623964,3.985481599076618,1.0506250000000001
3825,3.775370361358243,3.9664984859020045,1.0506250000000001
3875,3.1717524510730115,3.332322418908586,1.050625000000001
3925,3.1619197263971244,3.3219919125459794,1.0506250000000001
3975,2.5841374086413404,2.7149593649538093,1.0506250000000004
4025,2.2829673518495373,2.398542574036921,1.0506250000000004
4075,1.7955001150776078,1.886397308403412,1.0506250000000001
4125,1.533507442610723,1.6111412568928907,1.050625
4175,1.2976696487140842,1.3633641746802345,1.050625
4225,1.141744464875016,1.1995452784093137,1.0506250000000001
4275,1.1756568252996522,1.2351744520804464,1.0506249999999995
4325,0.9734613993480814,1.0227428826900786,1.0506250000000006
4375,0.8537825461664421,0.8970052875661187,1.0506250000000006
4425,0.7306958191552787,0.7676872950000148,1.0506250000000001
4475,0.6274600166146063,0.6592251799557209,1.0506250000000004
4525,0.5792850066095984,0.6086113100692094,1.0506250000000004
4575,0.5329497545367464,0.5599303358601695,1.0506250000000006
4625,0.47135155152912556,0.4952137238252878,1.0506250000000006
4675,0.389073415574275,0.4087702572377226,1.0506249999999997
4725,0.34272944767250335,0.3600801259609246,1.0506250000000021
4775,0.29588537448052615,0.31086457156360253,1.050624999999999
4825,0.25617256025212987,0.26914129611489346,1.0506249999999981
4875,0.24244541110390336,0.25471921004103837,1.0506249999999997
4925,0.22965156816780816,0.24127767880630335,1.0506249999999997
4975,0.14207125533947704,0.1492636126410379,1.0506249999999988
