ell,DlTT,DlTT_c,ratio
25,933.1643412657843,980.4057860423649,1.0506250000000004
75,4109.154555543395,4317.18050491778,1.0506250000000001
125,4130.954624675339,4340.084202549529,1.0506250000000004
175,5726.528112098446,6016.433597773432,1.0506250000000004
225,6554.613353800577,6886.440654836733,1.0506250000000004
275,5897.36129178141,6195.915207177842,1.0506249999999997
325,4729.29831644717,4968.719043717309,1.0506250000000004
375,2638.3998284250742,2771.968819739093,1.0506249999999997
425,2175.333033636066,2285.4592684638906,1.0506249999999995
475,2288.973739343087,2404.8530348973304,1.050625
525,2587.8220838625866,2718.830576858129,1.0506249999999997
575,2355.7434490164655,2475.0029611229243,1.0506250000000001
625,2046.5891906107418,2150.1977683854107,1.0506250000000001
675,2084.102703174777,2189.6104025230006,1.0506250000000001
725,2362.054465690302,2481.633473015874,1.0506250000000001
775,2712.33871434535,2849.6508617590844,1.0506250000000004
825,2655.947907663088,2790.405270488532,1.0506250000000001
875,2065.2086608468203,2169.7598493021915,1.0506250000000004
925,1578.2297911537225,1658.1276743308802,1.0506250000000004
975,1242.7696779444166,1305.6848928903526,1.050625
1025,1122.2686180852004,1179.0834668757639,1.0506250000000001
1075,1080.3238202912332,1135.0152136934767,1.0506249999999997
1125,1161.9163590678052,1220.7383747456129,1.0506250000000001
1175,1089.06691221396,1144.2009246447922,1.0506250000000004
1225,1007.7839819364895,1058.8030460220245,1.0506250000000004
1275,767.6998393839586,806.5646437527715,1.050625
1325,785.5201403351927,825.2870974396619,1.0506250000000001
1375,835.7552010758332,878.0653081302974,1.0506250000000001
1425,817.6586880746918,859.0526591584731,1.0506250000000001
1475,797.0737734957353,837.4256332789573,1.0506250000000006
1525,616.9173552927584,648.1487964044544,1.0506250000000001
1575,437.2001131339678,459.33336886137505,1.0506250000000001
1625,363.58970301949176,381.9964317348536,1.0506250000000001
1675,352.91362982771227,370.77988233774033,1.0506250000000004
1725,416.71955717282776,437.81598475470213,1.050625
1775,392.8182305830392,412.70465350630565,1.0506250000000001
1825,349.18309884333144,366.86049322227524,1.0506250000000004
1875,285.70026432945315,300.1638402111318,1.0506250000000004
1925,260.28971527800036,273.4668821139491,1.050625
1975,225.71833769920738,237.14532854522972,1.050625
2025,233.8349959117733,245.6728925798068,1.050625
2075,236.95111062129155,248.94676059649439,1.0506249999999997
2125,190.79361161100843,200.45253819881577,1.0506250000000001
2175,158.94575275793687,166.99238149130744,1.0506250000000001
2225,127.7141620755582,134.17969153063333,1.050625
2275,112.43167891766326,118.12353266286996,1.050625
2325,117.26688395966681,123.20351996012495,1.0506250000000001
2375,103.73117004132295,108.9825605246649,1.0506249999999997
2425,108.46024911395195,113.95104922534577,1.0506250000000001
2475,82.89998648416605,87.09679829992695,1.050625
2525,67.45589729238309,70.87085209281,1.0506250000000004
2575,58.364932605172584,61.31965731830943,1.0506249999999997
2625,63.41534162855599,66.62574329850166,1.0506250000000004
2675,61.071553395727925,64.16330078638666,1.0506250000000001
2725,55.462992929954794,58.27080694703376,1.0506250000000001
2775,45.125664847244906,47.41015163013667,1.0506249999999997
2825,38.54315848034784,40.49440587841545,1.050625
2875,29.965046250566154,31.48202671700106,1.0506249999999997
2925,27.48011322938574,28.871293961623387,1.0506249999999997
2975,25.566228847473386,26.860519182876732,1.0506250000000001
3025,23.283259113253983,24.46197410586246,1.0506249999999997
3075,21.744251579526033,22.845054315739535,1.050625
3125,19.535985722004007,20.52499499918047,1.0506250000000006
3175,16.44882908237145,17.281551054666508,1.0506250000000001
3225,15.298367001726843,16.072846831189267,1.0506250000000001
3275,14.610525559610487,15.350183416065764,1.0506249999999997
3325,13.823838212568871,14.523670022080175,1.0506250000000004
3375,11.457573317944787,12.037612967165739,1.0506249999999997
3425,9.428255191693061,9.90556061077252,1.0506249999999997
3475,7.079888432094753,7.438307783969555,1.0506250000000006
3525,6.166181388219907,6.4783443209985405,1.0506250000000001
3575,5.55261480878856,5.833715933483483,1.0506250000000004
3625,5.319641348738153,5.588948192018021,1.050625
3675,5.317484057879738,5.586681688309902,1.0506250000000004
3725,4.360694379626131,4.581454532594704,1.0506250000000001
3775,3.8379558843438457,4.032252400988752,1.0506249999999997
3825,3.126129162225495,3.2843894510631606,1.050625
3875,3.1543296311423243,3.314017568718904,1.050625
3925,3.010149078971213,3.162537876094132,1.0506250000000004
3975,2.5063656564860746,2.633250417845682,1.050625
4025,2.2438385745758485,2.357432902413751,1.0506250000000001
4075,1.8846327409854962,1.9800422734978869,1.050625
4125,1.558340827324986,1.6372318317083137,1.0506250000000001
4175,1.3706143617959137,1.4400017138618322,1.0506250000000004
4225,1.1055028434628225,1.161468924913128,1.0506250000000001
4275,1.097956012871848,1.1535400360234849,1.0506249999999997
4325,0.9698781102037917,1.018978189532858,1.0506249999999995
4375,0.8407296172133731,0.8832915540848,1.0506249999999997
4425,0.7850113730096705,0.8247525737682854,1.0506250000000004
4475,0.6253482280543546,0.6570064820996067,1.0506250000000006
4525,0.6545883875234686,0.687726924641844,1.0506249999999997
4575,0.566636559580753,0.5953225354095286,1.050625
4625,0.5133473975955137,0.5393356095987861,1.050624999999999
4675,0.44205267977832413,0.4644315966921016,1.0506249999999995
4725,0.36156639729281304,0.37987069615576174,1.0506250000000001
4775,0.28375195753533533,0.29811690038556204,1.0506250000000013
4825,0.24294431259648233,0.2552433684216794,1.0506250000000006
4875,0.22776064019754855,0.2392910226075494,1.0506249999999997
4925,0.20277305157621156,0.21303843731225725,1.050625
4975,0.1387665363169805,0.14579159221802812,1.0506250000000035
