ell,DlTT,DlTT_c,ratio
25,299.05741462515454,314.197196240553,1.0506250000000001
75,1659.5172904574042,1743.5303532868102,1.050625
125,4777.607843094776,5019.474240151449,1.050625
175,4577.458833824922,4809.19268728731,1.0506250000000001
225,5014.7610376809625,5268.633315213562,1.0506250000000001
275,4975.537592651909,5227.4241832799125,1.0506250000000001
325,3210.7896208703223,3373.3358454268828,1.0506250000000001
375,2734.9203352919603,2873.3756772661154,1.050625
425,2198.841665267533,2310.158024571702,1.0506250000000001
475,2063.0309266764625,2167.4718673394586,1.0506250000000001
525,2285.745690114835,2401.461565676898,1.0506249999999997
575,2132.8186539638223,2240.7925983207406,1.050625
625,1733.1760636805034,1820.918101904329,1.0506250000000001
675,1717.6358153135554,1804.5911284638048,1.0506250000000004
725,1772.113309775599,1861.8265460829891,1.0506250000000004
775,2285.1726626661393,2400.8595287136136,1.0506250000000004
825,2626.0178454350835,2758.959998860235,1.0506250000000001
875,2252.12283015068,2366.136548427058,1.0506250000000001
925,1664.8791748997153,1749.1636831290132,1.050625
975,1311.146784925123,1377.5235909119576,1.0506250000000001
1025,1100.9419452928362,1156.6771312732862,1.0506250000000001
1075,1178.9482004553026,1238.6324531033524,1.0506250000000001
1125,1299.2387901346822,1365.012753885251,1.0506250000000004
1175,1096.4110956669654,1151.9169073851056,1.0506250000000001
1225,972.3794396847654,1021.6061488188067,1.050625
1275,749.8053546023125,787.7642506790545,1.050625
1325,802.0378834130853,842.6410512608728,1.0506250000000001
1375,795.7369162721337,836.0210976584107,1.0506250000000001
1425,916.399039758704,962.7917411464887,1.0506250000000004
1475,817.4634035377464,858.8474883418447,1.050625
1525,664.3137294991753,697.9446120550712,1.0506250000000001
1575,513.4065969183976,539.3978058873913,1.0506249999999997
1625,398.2086254145375,418.3679370761485,1.0506250000000001
1675,374.2351281489749,393.18078151151684,1.0506250000000001
1725,403.3150423138482,423.7328663309869,1.0506250000000004
1775,435.7500831640247,457.80993112420356,1.0506250000000001
1825,347.76039567003664,365.36576570083224,1.050625
1875,288.4445235401046,303.0470275443225,1.0506250000000001
1925,228.97553529990196,240.56742177445958,1.0506250000000004
1975,249.42913306289378,262.0564829242028,1.050625
2025,218.6837489229831,229.75461371220914,1.050625
2075,221.20278233350885,232.40117318914275,1.0506250000000001
2125,210.70642926733782,221.3734422489968,1.0506250000000001
2175,154.38773347041868,162.20361247735863,1.0506250000000001
2225,139.0800731693861,146.1210018735863,1.0506250000000001
2275,118.64532380656405,124.65174332427142,1.0506250000000006
2325,116.23879968681224,122.12338892095714,1.0506250000000001
2375,105.95840220655053,111.32254631825717,1.0506250000000001
2425,101.39639519000724,106.52958769650138,1.0506250000000001
2475,80.62479702506,84.70642737445367,1.050625
2525,64.50664339945732,67.77229222155485,1.0506250000000001
2575,65.4658796719371,68.78008983032893,1.0506250000000001
2625,59.72237536857113,62.745820621605034,1.050625
2675,58.77075721409815,61.74602679806188,1.0506250000000001
2725,53.29419783770414,55.992216603237914,1.0506250000000001
2775,46.53192362398327,48.88760225744741,1.050625
2825,36.60670263545096,38.45991695637068,1.0506250000000004
2875,33.9078549063101,35.62444006094207,1.0506250000000006
2925,27.58835260564619,28.985012956307024,1.050625
2975,26.913806415508162,28.27631786529326,1.050625
3025,22.478981729352775,23.61698017940127,1.0506250000000006
3075,20.904801638713018,21.963107221672868,1.0506250000000001
3125,18.299407580094535,19.225815088836814,1.0506249999999997
3175,16.872248696873363,17.726406287152574,1.050625
3225,16.24306447708859,17.0653696162412,1.050625
3275,13.708533571043683,14.402528083077767,1.050625
3325,13.680907810153833,14.373503768042877,1.0506250000000004
3375,11.432211210057792,12.010966902566967,1.050625
3425,9.32340096503686,9.795398138891853,1.0506250000000001
3475,7.887672744361977,8.286986177045302,1.050625
3525,6.602278676796173,6.936519034808981,1.0506250000000004
3575,6.532896002342833,6.863623862461437,1.0506249999999997
3625,5.917861364941536,6.217453096541702,1.0506250000000001
3675,5.376361559509166,5.648539863459319,1.0506250000000001
3725,4.471526224997819,4.697897240138333,1.050625
3775,3.929017724168506,4.127924246454535,1.0506249999999997
3825,3.5112628542609152,3.6890205362578743,1.0506250000000001
3875,2.9450218655210234,3.0941135974630267,1.0506250000000006
3925,2.749201006627108,2.8883793075876056,1.0506250000000001
3975,2.4901051007837784,2.6161666715109595,1.0506250000000008
4025,2.1478963774552358,2.256633631563907,1.050625
4075,1.7772521331352822,1.8672255223752554,1.0506249999999997
4125,1.5493578943106336,1.6277941377101106,1.0506250000000008
4175,1.2538038766895385,1.317277697946946,1.0506249999999997
4225,1.1695939892752405,1.2288046849822998,1.0506250000000001
4275,1.1119809410428294,1.1682749761831226,1.050625
4325,0.9902941247630203,1.0404277648291484,1.0506250000000004
4375,0.9112125861513769,0.9573427233252902,1.050625
4425,0.7796328492331024,0.8191017622255286,1.0506250000000004
4475,0.7430220371350749,0.7806375277650379,1.050625
4525,0.6343181735966654,0.6664305311349972,1.0506250000000008
4575,0.5719365198104198,0.600890806125822,1.0506249999999995
4625,0.4993245726448711,0.5246028791350177,1.050625
4675,0.41078344023954777,0.43157935190167424,1.0506249999999984
4725,0.36732456888203385,0.38592037518168687,1.0506250000000001
4775,0.31750837098885504,0.33358223227016565,1.0506249999999995
4825,0.26073813222332876,0.27393800016713477,1.050625
4875,0.22802684174528776,0.239570700608643,1.0506250000000001
4925,0.19774766753875056,0.2077586432078997,1.0506249999999995
4975,0.14814518954330114,0.15564503976393093,1.0506250000000013
