ell,DlTT_c,DlTT,ratio,difference
25,1523.0512423236419,1543.0663659114336,0.9870289936778127,-20.015123587791777
75,4569.390418270314,4568.235215632572,1.0002528772235257,1.1552026377412403
125,4526.099601900789,4474.762297468212,1.0114726327388661,51.337304432577184
175,5287.311223040529,5520.723469378809,0.9577207140272607,-233.41224633828006
225,7773.155674204001,7563.467689254287,1.0277237893469984,209.68798494971452
275,5916.488855439634,5890.48653268986,1.0044142911804435,26.002322749774066
325,3434.8323841050246,3494.8723681845117,0.9828205502936074,-60.03998407948711
375,2349.43354235587,2331.931410523305,1.0075054230813063,17.502131832564828
425,1830.9044309435928,1799.6253279299879,1.0173808973057652,31.27910301360498
475,2125.7074301448265,2108.758119753698,1.0080375791952414,16.94931039112862
525,2287.9360255015913,2297.986368613432,0.9956264566016965,-10.050343111840903
575,2127.3383518519195,2129.5515822256616,0.9989607059100071,-2.2132303737421353
625,2007.9838548806422,1978.9552374671869,1.0146686579180075,29.028617413455322
675,2065.3682127963166,2048.568740282923,1.0082005900915356,16.79947251339354
725,2138.6550001879164,2141.4298268424495,0.9987042177988972,-2.7748266545331717
775,2404.7948620932298,2388.5852121706857,1.0067862975287423,16.20964992254403
825,2584.631475887858,2575.979531727412,1.0033587006627511,8.651944160445964
875,2254.4605868619196,2251.360845982369,1.0013768298782855,3.099740879550609
925,1682.4805898511574,1645.672318922715,1.0223667072145552,36.808270928442425
975,1152.0676573905055,1132.222535552614,1.0175275806784798,19.845121837891384
1025,1024.9086703997873,1019.2765697447152,1.0055255863052779,5.632100655072122
1075,1172.7723011272058,1164.1608840899012,1.0073971022003858,8.61141703730459
1125,1315.3874143801904,1308.4164686807496,1.0053277728202774,6.97094569944079
1175,1207.3620972940505,1214.1756048041386,0.9943883673143085,-6.8135075100881295
1225,979.9676541121976,978.7992364868903,1.0011937255177077,1.1684176253072565
1275,831.6825214912984,825.0343395805551,1.008058066909219,6.648181910743347
1325,673.0655250377145,663.1909483123259,1.0148894926122216,9.874576725388579
1375,837.2313422005265,827.6894154648386,1.0115283904293122,9.541926735687866
1425,894.5246103325292,894.8984071542482,0.9995823025063731,-0.3737968217189973
1475,846.9904657754971,837.8619077799098,1.0108950626718136,9.128557995587357
1525,685.2840767441925,686.9102920772277,0.9976325651954966,-1.6262153330352476
1575,486.32805025744653,482.34321326679844,1.0082614140326753,3.984836990648091
1625,348.57520554005356,348.15104280843894,1.0012183296312802,0.42416273161461504
1675,369.7857672341088,362.24046828118344,1.0208295306946997,7.54529895292535
1725,413.07686191912285,410.8243855172992,1.0054828205949542,2.2524764018236283
1775,355.3551184769795,353.8776724299572,1.004175019115722,1.4774460470222834
1825,345.81752717126494,343.57600246574077,1.0065241014780935,2.2415247055241707
1875,292.3137406079366,287.4526841993204,1.016910805415355,4.861056408616207
1925,236.84645640738265,235.5193950749829,1.0056346159176286,1.3270613323997509
1975,261.77214619404225,262.0270322783451,0.9990272527147808,-0.2548860843028251
2025,265.24708625153164,260.3463667626053,1.0188238443649762,4.900719488926313
2075,220.20025584816483,213.61384663478407,1.0308332503587259,6.586409213380762
2125,207.11068835087002,200.5242149052736,1.0328462746940954,6.586473445596425
2175,159.01652305764964,157.1181096207696,1.0120827156173289,1.8984134368800483
2225,116.96299457312725,117.11954155756833,0.9986633572642177,-0.1565469844410785
2275,107.32475173866989,106.1195948350778,1.011356591640451,1.2051569035920835
2325,114.15894096081809,109.72318621299492,1.0404267766997986,4.435754747823168
2375,107.80693588036193,107.12960816541289,1.006322507162569,0.677327714949044
2425,103.67867273266053,103.34179744258206,1.003259816438413,0.33687529007846706
2475,81.84269526231809,80.84494698688906,1.0123415044800617,0.9977482754290321
