ell,DlTT_c,DlTT,ratio,difference
25,444.64836783529495,440.434950827222,1.0095664910338278,4.213417008072952
75,2078.2724383238588,2062.36867795988,1.0077114051109963,15.903760363978563
125,4516.44553328153,4535.972322021642,0.995695126126473,-19.52678874011235
175,11113.902766127974,11166.093979477651,0.9953259202863955,-52.19121334967713
225,6201.64269914922,6112.604709950537,1.0145662926728667,89.03798919868314
275,3988.2987096440634,4041.228804138336,0.9869024751976254,-52.93009449427245
325,3762.651673146596,3777.6186426853164,0.9960379882263389,-14.966969538720605
375,3008.7323761770454,2974.2649578770743,1.0115885500411412,34.46741829997109
425,2007.1034764545445,2001.8037488784225,1.0026474760970407,5.299727576121995
475,2155.441217814668,2115.0213566241,1.0191108525046217,40.4198611905681
525,2318.5303458409844,2294.1602899491695,1.0106226474229292,24.3700558918149
575,2492.768316149428,2535.789586706861,0.9830343689464774,-43.02127055743313
625,2331.9222112694747,2314.8913818880974,1.0073570749429661,17.030829381377316
675,1951.1876354914887,1946.6299544406354,1.0023413186674006,4.557681050853262
725,2092.271943435996,2059.03024093612,1.0161443488487876,33.24170249987583
775,2801.293828938073,2760.9383602269586,1.0146165772088434,40.355468711114554
825,2650.8591827837317,2651.43497044688,0.9997828392287323,-0.5757876631482759
875,2147.5240459020497,2146.485962358305,1.0004836200012246,1.0380835437445057
925,1568.0050021472723,1548.178705296536,1.0128062069210149,19.8262968507363
975,1319.081064063049,1309.64583976862,1.0072044090149563,9.43522429442919
1025,1074.371900221922,1067.5135956539818,1.00642455945841,6.858304567940195
1075,1111.3180258949724,1102.9304987556286,1.0076047648957092,8.387527139343774
1125,1084.7152833798355,1083.81454155179,1.000831084833717,0.9007418280455113
1175,1135.7612250257305,1123.5053186039277,1.010908632312513,12.25590642180282
1225,919.018260271565,914.8329464748653,1.0045749486972755,4.185313796699802
1275,791.0836414010793,783.2045055516255,1.0100601257955026,7.879135849453746
1325,780.2053904304264,770.2343646732558,1.012945443899274,9.97102575717065
1375,796.1564695139292,798.8102989594883,0.9966777726213397,-2.6538294455590403
1425,877.462427561456,870.1864090843155,1.0083614480773113,7.2760184771404965
1475,763.9967157841071,754.9404546494228,1.0119959939607288,9.056261134684291
