ell,DlTT_c,DlTT,ratio,difference
25,2764.5972043153047,2802.0366743834766,0.9866384796421661,-37.439470068171886
75,2759.13037524641,2744.069844450905,1.0054883919321371,15.060530795505201
125,3501.3998315883773,3470.6683882909324,1.0088546181482287,30.731443297444912
175,5506.978225837566,5519.254051791146,0.9977758179206128,-12.275825953579442
225,7406.232348782378,7462.807099702899,0.9924191058184026,-56.57475092052118
275,6101.466810357092,6118.619129595929,0.997196700942559,-17.152319238836753
325,3398.5898789194966,3394.2332943883766,1.0012835253658972,4.356584531120006
375,1703.8599270509842,1662.7180449483317,1.0247437514903082,41.14188210265252
425,1791.933384746626,1794.8826478564392,0.9983568490601124,-2.9492631098132733
475,1894.1597749490068,1893.0050742827952,1.0006099828689836,1.154700666211511
525,2571.4946768500263,2558.2611695965816,1.0051728523306054,13.233507253444714
575,2762.0098286616953,2718.0245547072486,1.0161828096358696,43.98527395444671
625,2236.1789925643106,2217.9489467364306,1.0082193261728158,18.230045827880076
675,2097.5285598090572,2097.2020174328754,1.0001557038251288,0.3265423761818056
725,2529.0066904050937,2504.8850290778855,1.009629847696478,24.12166132720813
775,2568.9998464266487,2569.4487019109924,0.9998253105874385,-0.4488554843437669
825,2580.7340964669593,2563.443962708503,1.0067448846200593,17.29013375845625
875,2150.9993698296507,2124.7327999447352,1.0123622932189866,26.266569884915498
925,1727.4740554010673,1708.8785633990476,1.0108816930590037,18.595492002019682
975,1107.8929526426998,1106.4966053339954,1.001261953540547,1.396347308704435
1025,1091.0299485206729,1082.182333263981,1.008175715851881,8.847615256691824
1075,1165.5345829945743,1166.9834247658655,0.9987584727078862,-1.4488417712911996
1125,1055.9073930178936,1053.2356966789957,1.002536655705197,2.6716963388978456
1175,1091.7247015107089,1087.559119557898,1.0038302119654003,4.165581952810953
1225,974.6599917063713,975.0506214209647,0.9995993749390938,-0.3906297145933877
1275,845.83372331235,839.4607535888476,1.0075917423134515,6.372969723502365
1325,821.5599161183054,814.9786518636163,1.008075382391477,6.581264254689131
1375,968.6049666713483,972.8365028792044,0.9956503110282843,-4.231536207856152
1425,915.9837313597604,920.8496664921742,0.9947158202804702,-4.865935132413711
1475,788.0177182297338,783.1956185018585,1.006156954423595,4.8220997278752975
1525,684.7513702437877,682.5117527142598,1.003281434379146,2.239617529527891
1575,407.02166570253485,410.0992294054314,0.9924955633119368,-3.077563702896555
1625,370.6422768719408,369.3541810885813,1.003487427107399,1.2880957833594948
1675,407.0241105088233,407.4798554329025,0.9988815522583441,-0.4557449240792266
1725,399.2626480612953,398.29064786746756,1.002440429367428,0.9720001938277392
1775,359.9860940636788,358.1905444578258,1.005012833626222,1.7955496058530116
1825,302.20882576677195,300.6171562997087,1.0052946727547258,1.591669467063241
1875,218.14869918196624,217.74087956431833,1.0018729584378638,0.40781961764790253
1925,206.29636044591385,204.87821983453927,1.0069218710144976,1.4181406113745822
