ell,mean,stdev,error
25,-0.5359748517500407,8.540309054928843,0.8540309054928843
75,4.236676875273806,35.71290519315372,3.5712905193153723
125,10.552008676915094,56.71184555252949,5.671184555252949
175,10.757598176054222,89.49229802174372,8.949229802174372
225,6.444111797219948,71.70593314079142,7.170593314079142
275,14.45297034506931,75.25661637774617,7.525661637774617
325,11.668411982458096,51.889311352516174,5.188931135251617
375,16.30067507900654,49.437628530623655,4.943762853062365
425,18.637598253677723,32.476698125670964,3.2476698125670964
475,14.210254802524949,33.537695176204146,3.3537695176204148
525,11.319913768470672,24.81083875488863,2.4810838754888627
575,11.930861270763087,27.472671012726227,2.7472671012726226
625,11.678287364398376,27.692833034420044,2.7692833034420046
675,10.177769950268214,23.003219192506524,2.3003219192506523
725,13.527093334101862,22.993571150917735,2.2993571150917735
775,15.559853572200518,22.629345430455132,2.262934543045513
825,15.967437448570033,21.105507047536516,2.110550704753652
875,14.707429260685558,18.225792895882208,1.8225792895882207
925,12.222001222134029,13.858299644128147,1.3858299644128147
975,10.212786691469171,13.814960153821588,1.3814960153821587
1025,9.897064415333155,11.163630161540736,1.1163630161540736
1075,7.059994658897516,12.348970306655046,1.2348970306655045
1125,8.267275311877246,9.767136283787558,0.9767136283787557
1175,8.28005485276875,9.0488038662961,0.9048803866296099
1225,7.470647162984878,9.7498499372523,0.97498499372523
1275,7.180005472819072,7.75288243068681,0.775288243068681
1325,7.372662355270597,8.069668888002266,0.8069668888002266
1375,7.349908849305699,7.677548677842659,0.7677548677842659
1425,6.688664640301379,6.342443651489814,0.6342443651489814
1475,6.409091937203633,6.305542108691467,0.6305542108691468
1525,6.146221416598561,6.424746841050095,0.6424746841050095
1575,4.56178292092414,4.011091384268495,0.4011091384268495
1625,3.860629272966372,3.5894301735527043,0.35894301735527046
1675,4.2303224814069855,3.469145571660916,0.3469145571660916
1725,3.9309514999861688,3.3583626966848468,0.3358362696684847
1775,4.045402700246649,3.23770443377795,0.323770443377795
1825,3.5493161620291294,2.6695769968555143,0.26695769968555144
1875,3.6077890242168547,2.6951750247910256,0.26951750247910256
1925,3.09789686075239,1.8617211548328887,0.18617211548328888
1975,2.6795788329939563,2.0482486187700877,0.20482486187700877
2025,3.6643057156859298,2.327373351927581,0.2327373351927581
2075,2.8332124639649,2.0091170970389545,0.20091170970389544
2125,2.199543429892909,1.9055808614391336,0.19055808614391337
2175,2.312348601249844,1.6908127385994742,0.16908127385994742
2225,2.1766324278823346,1.2955373495897835,0.12955373495897834
2275,2.160241683706917,1.2046610628306007,0.12046610628306006
2325,2.5634799277775313,1.3019440484675278,0.13019440484675276
2375,2.0588777046582303,1.1517783639265857,0.11517783639265858
2425,1.8782491080817665,0.9707661409435983,0.09707661409435983
2475,1.9083270169481756,0.8783132029395684,0.08783132029395684
2525,1.7192661967923157,0.8024438220862714,0.08024438220862715
2575,2.333902166160031,1.011749923070808,0.1011749923070808
2625,1.7905765092485053,0.8588221922903355,0.08588221922903355
2675,1.6777821403122963,0.8661713246506214,0.08661713246506214
2725,1.6765486961647742,0.7720475402989232,0.07720475402989233
2775,1.5118135834240014,0.5702400603813322,0.05702400603813322
2825,1.2797302145583542,0.5135436735415316,0.05135436735415316
2875,2.131447086883579,0.7761083152615608,0.07761083152615608
2925,1.3550200718281327,0.4272826544958225,0.04272826544958225
2975,1.1919362155907143,0.4057927858638296,0.04057927858638296
3025,1.3678581401142766,0.4665656857856058,0.046656568578560584
3075,1.3414790834109898,0.41287064331926737,0.041287064331926734
3125,1.6487688222692194,0.4803981290919367,0.048039812909193666
3175,1.4227995224022565,0.34892689050143355,0.03489268905014335
3225,1.2857015302405237,0.3309301185616069,0.03309301185616069
