ell,mean,stdev,error
25,0.998244690404752,0.018538070309206123,0.0018538070309206123
75,1.001525108923193,0.015424507912969596,0.0015424507912969597
125,1.0030070609476398,0.015779228185365767,0.0015779228185365767
175,1.0016384882556908,0.01627009307648923,0.001627009307648923
225,1.0008373921213278,0.01207845326305528,0.001207845326305528
275,1.002816815963936,0.015301254488654846,0.0015301254488654845
325,1.0034541819054683,0.015096154998270685,0.0015096154998270686
375,1.006946291493901,0.020666929486791243,0.002066692948679124
425,1.0091961691652371,0.015996412094436727,0.0015996412094436726
475,1.0066518389120114,0.014676937981174986,0.0014676937981174987
525,1.0044294046464266,0.009967059993454529,0.0009967059993454528
575,1.004840536809563,0.011739756820365021,0.0011739756820365022
625,1.0052998005671068,0.01289955194201442,0.001289955194201442
675,1.0053791352014734,0.011814256370564494,0.0011814256370564495
725,1.0065322336021243,0.011109112933285786,0.0011109112933285787
775,1.0064888308623459,0.009470085440647386,0.0009470085440647386
825,1.0064683342822414,0.008568531140186037,0.0008568531140186037
875,1.0068278154445756,0.008500920811874875,0.0008500920811874875
925,1.007252914394478,0.008334434255512878,0.0008334434255512878
975,1.0082934564221373,0.01140553739738611,0.001140553739738611
1025,1.0092058957105516,0.010268717747133234,0.0010268717747133234
1075,1.006036277947484,0.010684296708275098,0.0010684296708275097
1125,1.0065446016044406,0.007853405802016395,0.0007853405802016395
1175,1.006986152223245,0.007715833204811229,0.0007715833204811229
1225,1.0075888548167027,0.010087166700452255,0.0010087166700452255
1275,1.0093060535402778,0.010212894335616658,0.0010212894335616658
1325,1.0101146862640762,0.010969273806497329,0.0010969273806497328
1375,1.009464648808387,0.00976904249537311,0.000976904249537311
1425,1.0081256076210365,0.007811525854213822,0.0007811525854213822
1475,1.0081451860170323,0.007993301250029535,0.0007993301250029535
1525,1.009777189296551,0.010063029071383468,0.0010063029071383468
1575,1.0095727850369243,0.008314539994128088,0.0008314539994128088
1625,1.009699361459685,0.008896117324091516,0.0008896117324091516
1675,1.0109698974164452,0.009046433282131772,0.0009046433282131772
1725,1.0098154947459335,0.008348524400106801,0.0008348524400106801
1775,1.0103569700429873,0.008243675080644063,0.0008243675080644063
1825,1.0105411176481596,0.00783913331659063,0.0007839133316590631
1875,1.0133368970324121,0.010144034757559244,0.0010144034757559243
1925,1.0132731174674752,0.008009324449886362,0.0008009324449886363
1975,1.011870522617615,0.009087056423056112,0.0009087056423056113
2025,1.0160654378803486,0.010217165601424957,0.0010217165601424957
2075,1.0126604215418669,0.00893743365720293,0.000893743365720293
2125,1.0113278405462998,0.009738290073942696,0.0009738290073942696
2175,1.0146499408634795,0.01062033533938753,0.001062033533938753
2225,1.0175151084129401,0.010513337658950525,0.0010513337658950525
2275,1.0193199546084575,0.010870541288137511,0.0010870541288137512
2325,1.023369804882814,0.011751315037346595,0.0011751315037346595
2375,1.01924456252531,0.010774302410953071,0.0010774302410953072
2425,1.0193160644316848,0.010162216674084406,0.0010162216674084407
2475,1.0230266279155777,0.010761950384099451,0.0010761950384099452
2525,1.0249209309242302,0.011624499569122286,0.0011624499569122286
2575,1.0381848244773682,0.016676241906414747,0.0016676241906414748
2625,1.0301526223768172,0.014638967278044795,0.0014638967278044796
2675,1.0289443419127853,0.01534432130276006,0.001534432130276006
2725,1.0315370617127355,0.014534311762323508,0.0014534311762323508
2775,1.0335624547593525,0.012446615388748344,0.0012446615388748343
2825,1.0349351668454356,0.013993615735453787,0.0013993615735453787
2875,1.0701711058994616,0.02608059691542795,0.002608059691542795
2925,1.04845923261911,0.015114264200568092,0.0015114264200568092
2975,1.0448468279700056,0.015369928868274414,0.0015369928868274414
3025,1.0553562889691745,0.019007982874562557,0.0019007982874562558
3075,1.0609628637387436,0.018949971237326686,0.0018949971237326685
3125,1.088626349346598,0.02623646706578677,0.002623646706578677
3175,1.089452599593963,0.02210429107162758,0.002210429107162758
3225,1.0888097091527795,0.022806190708236355,0.0022806190708236354
3275,1.0775058153637267,0.02183540066729707,0.002183540066729707
3325,1.0869194542828737,0.026007683485676347,0.0026007683485676347
3375,1.1220895838456522,0.0402866476018769,0.00402866476018769
3425,1.154663563753665,0.034630398400038745,0.0034630398400038744
3475,1.142238806761316,0.03144243520560206,0.003144243520560206
3525,1.1677466820507163,0.041775762659449066,0.004177576265944906
3575,1.1779405383673762,0.04296234171725052,0.004296234171725052
3625,1.1747990506518327,0.04270429812729066,0.0042704298127290655
3675,1.3027771157814352,0.0674622267695351,0.00674622267695351
3725,1.239651345309773,0.049481436444222905,0.00494814364442229
3775,1.240322809594447,0.0453351293069687,0.00453351293069687
3825,1.2666773714124815,0.05247161448630387,0.005247161448630387
3875,1.325141942926016,0.06758546349003225,0.006758546349003225
3925,1.458378807736352,0.09828569257562343,0.009828569257562344
3975,1.407083049999878,0.08615895126116799,0.0086158951261168
4025,1.4356853235340217,0.08771822973155494,0.008771822973155494
4075,1.4929380962563217,0.09858060092187906,0.009858060092187907
4125,1.5671222721017555,0.11142940940333981,0.011142940940333981
4175,1.6034461308871635,0.11927022143662631,0.011927022143662631
4225,2.16457668513065,0.26676829983354944,0.026676829983354945
4275,1.795995774508231,0.13983126949089966,0.013983126949089967
4325,1.7869340350938419,0.1490205891866853,0.01490205891866853
4375,1.947904390668489,0.18122226506629507,0.018122226506629507
4425,2.1525874701685,0.22812766868046083,0.022812766868046085
4475,2.7464778202414895,0.37520090572407205,0.037520090572407204
4525,2.472458287370584,0.26265094279541223,0.026265094279541223
4575,2.499607463218965,0.28597331698174383,0.028597331698174383
4625,2.5218539572181458,0.26180282395220306,0.026180282395220307
4675,2.7575484884898542,0.3380433264277844,0.03380433264277844
4725,3.2447159302550954,0.43230607740282856,0.04323060774028285
4775,5.156074959134256,0.743174171685994,0.0743174171685994
4825,3.825827157589075,0.4807435298798011,0.048074352987980115
4875,4.5233222043762344,0.6846005902367164,0.06846005902367164
4925,4.6144319935919835,0.6885830382293535,0.06885830382293535
4975,5.680282811501509,0.8775984764832094,0.08775984764832094
