ell,mean,stdev,error
25,0.998413989175946,0.023931286774553952,0.002393128677455395
75,1.0001004297763159,0.013754644612027302,0.0013754644612027302
125,1.0019432311332725,0.015947470253163107,0.0015947470253163108
175,1.0008191373603232,0.01400748009874822,0.0014007480098748222
225,1.0023483570845078,0.012280006919754892,0.0012280006919754892
275,1.0023935109867788,0.012928026690672959,0.001292802669067296
325,1.002580889029683,0.01131601751674727,0.001131601751674727
375,1.0025480809830476,0.013031096523281447,0.0013031096523281446
425,1.003808346909521,0.00953015816174878,0.000953015816174878
475,1.0030775020377922,0.008774557325529996,0.0008774557325529996
525,1.0019632548553716,0.006775528158918897,0.0006775528158918897
575,1.0009799522008418,0.006568442681743439,0.0006568442681743439
625,1.0000711917099343,0.007706636189021562,0.0007706636189021562
675,1.0005728768548514,0.006461787859382893,0.0006461787859382893
725,1.0016913023508867,0.006125134400318084,0.0006125134400318084
775,1.0023713385948534,0.005721088520088645,0.0005721088520088645
825,1.00180960069732,0.005512218376559662,0.0005512218376559663
875,1.0019430528392308,0.005520892034111678,0.0005520892034111679
925,1.0015615743636985,0.006456411488791934,0.0006456411488791933
975,1.0019659749658507,0.00624230546374732,0.0006242305463747321
1025,1.0027127629192314,0.0061647541835116925,0.0006164754183511693
1075,1.0009674713355692,0.005673971582649465,0.0005673971582649465
1125,1.001869574015356,0.004924300206827153,0.0004924300206827153
1175,1.0020217815470018,0.004803870020803493,0.0004803870020803493
1225,1.0024224789919987,0.004884022242280281,0.000488402224228028
1275,1.0034410856775389,0.005651426466181311,0.000565142646618131
1325,1.0022294808809749,0.005467119707961753,0.0005467119707961753
1375,1.0018334040282328,0.004114869500451411,0.00041148695004514116
1425,1.001463081882886,0.003666184931963584,0.0003666184931963584
1475,1.0016601828463083,0.004190267703848538,0.00041902677038485375
1525,1.0029533206739474,0.004495611858666272,0.00044956118586662717
1575,1.0023373530476762,0.004143604412067128,0.00041436044120671283
1625,1.0023428072026972,0.0047501252266064905,0.00047501252266064905
1675,1.0015030723319567,0.004428328861973869,0.00044283288619738684
1725,1.0007137265242563,0.0036617621865131854,0.0003661762186513185
1775,1.0009892798670548,0.004068359661602316,0.0004068359661602316
1825,1.0012748532007396,0.004047353150770807,0.0004047353150770807
1875,1.001036677984013,0.004252570590976829,0.00042525705909768287
1925,1.0022500038196096,0.004189384369598441,0.0004189384369598441
1975,1.0016496561520103,0.004215387449042995,0.0004215387449042995
2025,1.0017538436543278,0.0036326028566135322,0.0003632602856613532
2075,1.0014398814267214,0.0037940595669505046,0.00037940595669505047
2125,1.0015928418319613,0.0037737196054628817,0.00037737196054628817
2175,1.0018690317855963,0.004178322669125293,0.00041783226691252933
2225,1.002518604199539,0.00373991552005397,0.00037399155200539696
2275,1.0017047437157287,0.0038012705978597286,0.00038012705978597285
2325,1.0013553296729487,0.0034352389748589203,0.000343523897485892
2375,1.0018051065540357,0.0031453027892045173,0.0003145302789204517
2425,1.001414464913592,0.0034324844320751313,0.0003432484432075131
2475,1.002024804870215,0.0036458038160219856,0.00036458038160219855
2525,1.0023186391222016,0.003336434159109064,0.0003336434159109064
2575,1.0018953298270883,0.003280558456512266,0.0003280558456512266
2625,1.0017463982236348,0.003445495788035082,0.0003445495788035082
2675,1.001732819698938,0.002874586330439895,0.0002874586330439895
2725,1.0018918358817306,0.0035892361458745663,0.00035892361458745664
2775,1.0015791216208976,0.003722465818199251,0.0003722465818199251
2825,1.0018091324415128,0.003181861402394295,0.00031818614023942953
2875,1.001664556535512,0.0033680517643595704,0.000336805176435957
2925,1.0013665553283781,0.0034393884856994735,0.00034393884856994734
2975,1.0009202988847539,0.0028343368287060593,0.0002834336828706059
3025,1.0009098600066846,0.003031952350958529,0.00030319523509585286
3075,1.0015358593759682,0.0027985971046002762,0.00027985971046002765
3125,1.0017640286810987,0.0029130031000479425,0.0002913003100047943
3175,1.0021554336681036,0.00328368608424774,0.000328368608424774
3225,1.0017120091111074,0.0027216607733256443,0.0002721660773325644
3275,1.0016713691881896,0.0028658933958703825,0.00028658933958703825
3325,1.0015415828189214,0.002592788154121944,0.0002592788154121944
3375,1.0012061113011677,0.0025292966559443708,0.0002529296655944371
3425,1.0012599444618635,0.0029434354386498208,0.0002943435438649821
3475,1.001584580291656,0.0029515897362934283,0.00029515897362934285
3525,1.0022219890767519,0.0031046727028931223,0.00031046727028931223
3575,1.0019222905215177,0.003071188257338365,0.0003071188257338365
3625,1.0018181134611945,0.002976627099603969,0.0002976627099603969
3675,1.001621085523281,0.0026216071117481235,0.00026216071117481234
3725,1.0016253501700731,0.002688426735026663,0.00026884267350266633
3775,1.0017058578349438,0.00262936167827943,0.000262936167827943
3825,1.0017248082666113,0.002580866905455295,0.00025808669054552954
3875,1.0020952339996176,0.002477247659975068,0.0002477247659975068
3925,1.0018949407130295,0.002787437160020965,0.0002787437160020965
3975,1.0018114235885422,0.002774613822632408,0.0002774613822632408
4025,1.0015057071815499,0.002807447952106073,0.0002807447952106073
4075,1.001748581135068,0.0025435207675727272,0.00025435207675727275
4125,1.0016463254871384,0.002788945275848278,0.0002788945275848278
4175,1.0016148040498631,0.0026249592959649154,0.00026249592959649154
4225,1.0012533863239652,0.0029248516472052126,0.0002924851647205213
4275,1.0015048567395808,0.002886620476077434,0.0002886620476077434
4325,1.0017941622255138,0.002490952854502857,0.0002490952854502857
4375,1.001836430657113,0.002689083504066235,0.0002689083504066235
4425,1.0016722526122943,0.002672338781971091,0.0002672338781971091
4475,1.0018483818426744,0.002683654971293591,0.00026836549712935906
4525,1.0013614778671278,0.002564990345454505,0.00025649903454545047
4575,1.0015979768419683,0.0025684969325830294,0.00025684969325830294
4625,1.0016339652821988,0.002257649974130338,0.0002257649974130338
4675,1.001371186596498,0.0021777759688483716,0.00021777759688483716
4725,1.0016764981577342,0.0021566355827324505,0.00021566355827324504
4775,1.0017132648609843,0.002442762585001939,0.0002442762585001939
4825,1.0015015165047452,0.0026029662499905885,0.00026029662499905883
4875,1.0016251425617606,0.002269970419838553,0.0002269970419838553
4925,1.0016636566512727,0.0022351765402213175,0.00022351765402213176
4975,1.001341350261291,0.002336612777199235,0.00023366127771992353
