ell,DlTT_c,DlTT,ratio,difference
25,228.57269140187725,227.801154584819,1.0033868872107539,0.7715368170582622
75,1887.706267626759,1860.5083194777617,1.0146185576620435,27.197948148997284
125,3723.2665741136843,3656.065131293701,1.0183808111745,67.20144281998319
175,5131.996944615966,5072.245683549114,1.0117800407934978,59.75126106685184
225,7213.815041709739,7187.625261584938,1.0036437319937608,26.189780124800563
275,4811.799294616289,4682.135074317442,1.0276933959060868,129.6642202988478
325,3760.9561650241535,3735.442365082093,1.0068301950474612,25.51379994206036
375,2512.141642043434,2520.14396011052,0.9968246583553365,-8.00231806708598
425,1663.1336240898256,1670.5139208811836,0.9955820201800744,-7.380296791357978
475,2062.682646269287,2068.1341195014325,0.9973640620399128,-5.451473232145418
525,2448.122367478976,2466.432043726346,0.9925764521694637,-18.309676247370135
575,2503.5832473683618,2541.1088255510576,0.9852325969650048,-37.52557818269588
625,2456.9792195775485,2441.8181783815094,1.0062089148693651,15.16104119603915
675,2023.6071267149875,2034.972648170898,0.9944149021039048,-11.365521455910539
725,2097.1680596026563,2101.796085689628,0.99779806132551,-4.6280260869716585
775,2146.207625364031,2138.408251894268,1.0036472799161968,7.799373469763395
825,2080.3502173145243,2061.064955799642,1.0093569401879428,19.285261514882222
875,1777.3237171916655,1774.7241370893728,1.0014647798201224,2.599580102292748
925,1678.3408989802003,1691.9326088531782,0.9919667545847524,-13.591709872977844
975,1169.941011454058,1170.2468648420952,0.9997386419932187,-0.3058533880371215
1025,1143.002565419791,1141.5840327760272,1.0012426002843735,1.4185326437636832
1075,1078.2303225887104,1109.015147823056,0.9722412941836054,-30.78482523434559
1125,1030.791938726898,1050.341184753755,0.9813877182856158,-19.549246026856963
1175,1038.50759158644,1045.8755048189025,0.9929552674304783,-7.36791323246257
1225,949.2771594843477,942.442910710515,1.007251631580188,6.834248773832769
1275,825.5752922060855,806.6315138239308,1.0234850462168896,18.94377838215462
1325,756.4079964226813,746.3893646007896,1.0134227955234199,10.018631821891745
1375,895.7291285944383,890.1737626173609,1.006240765803682,5.555365977077372
1425,899.3693918028459,880.8273923286187,1.0210506617252313,18.541999474227282
1475,821.568699976286,810.4424954341945,1.0137285552087574,11.1262045420915
1525,649.7173450287388,631.0172528952241,1.0296348349394808,18.70009213351466
1575,487.0983641192538,479.72294580398875,1.015374328828287,7.375418315265051
1625,393.91217629504627,384.023195100325,1.0257509997335912,9.888981194721282
1675,398.29444196047973,390.1393066813027,1.0209031367501733,8.155135279177046
1725,404.94722932401606,400.5009239932156,1.0111018603564463,4.446305330800442
1775,390.86758998079875,385.2883752191221,1.0144806205442967,5.579214761676667
1825,303.8718922202843,300.08983338875953,1.0126030888444835,3.7820588315247505
1875,267.2037503162604,264.40337254509495,1.0105913088180745,2.800377771165472
1925,218.53803589211563,218.72297946590925,0.9991544392169254,-0.1849435737936176
1975,207.31215093721866,204.50859447152655,1.0137087464364851,2.803556465692111
2025,218.52279893194313,215.84837738938057,1.012390278652584,2.6744215425625555
